longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.33,37.92,26,3887,779,2512,740,2.23,122400,NEAR BAY
-122.33,37.93,30.5,2242,447.5,1288,441.5,2.68,100900,NEAR BAY
-122.33,37.94,44.2,1689.6,341.2,748.2,324.4,3.52,142540,NEAR BAY
-122.33,37.95,38.75,1713.5,393.25,935.25,380,3.27,135950,NEAR BAY
-122.33,37.96,46,1222,236,819,251,3.91,129400,NEAR BAY
-122.33,37.97,32,3566.5,855.5,1863.5,781.5,3.43,144800,NEAR BAY
-122.33,37.98,17.5,2408.5,446,1084,439.5,5.21,162550,NEAR BAY
-122.33,37.99,4,3999,1079,1591,887,3.91,112500,NEAR BAY
-122.33,38,35,3779,711,2493,679,2.98,109000,NEAR BAY
-122.33,38.21,33,2017,370,949,342,4.63,228600,NEAR BAY
-122.33,38.29,14,3541,499,1577,459,5.34,269900,NEAR BAY
-122.33,38.31,14,6778,947,2768,1014,6.2,258900,NEAR BAY
-122.33,38.33,15,3193,468,1303,426,5.3,202600,NEAR BAY
-122.33,38.38,28,1020,169,504,164,4.57,287500,INLAND
-122.33,38.39,36,831,122,272,109,6.34,304800,INLAND
-122.33,39.1,10,266,62,154,49,2.25,75000,INLAND
-122.33,40.47,30,2502,523,1296,481,2.13,66100,INLAND
-122.33,40.48,26,695,126,319,124,3.28,101600,INLAND
-122.33,40.52,23,2801,507,1318,454,3.51,116700,INLAND
-122.33,40.57,16,2777,503,1432,500,2.56,75900,INLAND
-122.33,40.6,5,6383,1206,2965,1141,3.81,111100,INLAND
-122.33,41.86,19,3599,695,1572,601,2.23,58600,INLAND
-122.32,37.56,32,1510.5,365.75,676.5,344.75,3.85,350625.25,NEAR OCEAN
-122.32,37.57,42.33,2152.33,527,1773.67,508.67,3.17,243000,NEAR OCEAN
-122.32,37.69,48,592,122,340,143,5.97,315200,NEAR BAY
-122.32,37.91,34,2669,647,1341,555,2.64,119600,NEAR BAY
-122.32,37.92,26.33,2690.67,532,1516,535.33,3.88,152200,NEAR BAY
-122.32,37.93,37.67,1497.67,258.33,584.33,246.67,3.91,152233.333333333,NEAR BAY
-122.32,37.94,43.67,2187.67,366.67,973.33,372,5.17,214533.333333333,NEAR BAY
-122.32,37.95,36,1641.33,317.33,785,309.67,3.79,175900,NEAR BAY
-122.32,37.96,29.5,1899,380,859,353,3.71,158250,NEAR BAY
-122.32,37.97,31.67,1699.33,315.33,923,333,4.39,150566.666666667,NEAR BAY
-122.32,37.99,24,4865,968,2315,893,4.29,173500,NEAR BAY
-122.32,38,32,2275,397,1233,418,4.04,162800,NEAR BAY
-122.32,38.01,26,3054,492,1495,496,4.69,171100,NEAR BAY
-122.32,38.06,4,7999,1611,3596,1396,5.1,174200,NEAR BAY
-122.32,38.12,12,5382,928,3928,921,5.38,150600,NEAR BAY
-122.32,38.29,21,1607,356,834,352,2.38,177900,NEAR BAY
-122.32,38.32,22.33,2705,481,1379.33,472.67,4.96,192766.666666667,NEAR BAY
-122.32,38.33,17,851,118,370,123,5.09,209300,NEAR BAY
-122.32,38.35,20,3494,549,1673,541,5.57,185200,INLAND
-122.32,40.42,17,3019,578,1538,545,2.79,76500,INLAND
-122.32,40.57,15,2524,449,1374,467,3.38,93800,INLAND
-122.32,40.58,2,1937,350,756,274,3,114200,INLAND
-122.32,40.71,18,2879,578,1399,586,2.4,105400,INLAND
-122.32,41.31,45,1393,294,521,249,1.19,71900,INLAND
-122.31,37.53,40,1384,230,592,226,5.28,370400,NEAR OCEAN
-122.31,37.55,41.33,1779.33,418.67,851,385.33,3.28,307800,NEAR OCEAN
-122.31,37.57,38.75,1989,423.5,1155,401.25,4.14,276175,NEAR OCEAN
-122.31,37.58,44,1990,442,1141,424,3.97,258300,NEAR BAY
-122.31,37.6,34,3225,726,1958,656,3.68,273000,NEAR BAY
-122.31,37.91,39.5,2715,597.25,1287.5,582.75,3.31,185525,NEAR BAY
-122.31,37.92,30.75,1568.75,369.75,762.75,340.75,3.31,202850,NEAR BAY
-122.31,37.93,37,2144.67,345,828.33,337.33,4.63,267266.666666667,NEAR BAY
-122.31,37.94,38,1983,376,877.5,359.5,4.12,192800,NEAR BAY
-122.31,37.99,25,6508,1137,3259,1081,4.23,157800,NEAR BAY
-122.31,38,27.5,3421.5,587.5,1697.5,574.5,4.48,180950,NEAR BAY
-122.31,38.01,18,4123,874,1895,772,3.28,195000,NEAR BAY
-122.31,38.27,34,1748,284,783,303,4.36,194400,NEAR BAY
-122.31,38.3,35,3453,699.5,1715,666.5,3.75,156650,NEAR BAY
-122.31,38.31,32,2577,458,1172,447,3.88,175500,NEAR BAY
-122.31,38.32,34,3230,591.5,1654.5,584,3.49,149800,NEAR BAY
-122.31,38.33,23.5,2038.5,341.5,1003.5,353.5,3.81,179000,NEAR BAY
-122.31,38.34,19,4187,684,1827,605,4.53,210400,NEAR BAY
-122.31,40.45,17.5,1891.5,396.5,1132,398.5,2.03,63600,INLAND
-122.31,40.47,26,2723,551,1326,547,2.36,66000,INLAND
-122.31,40.49,18,4026,718,1731,705,3.35,118400,INLAND
-122.31,40.55,11,13714,2302,6511,2267,3.55,100100,INLAND
-122.31,40.65,11,3664,647,1686,613,2.93,141600,INLAND
-122.31,40.75,18,1411,330,494,227,1.49,75800,INLAND
-122.31,40.89,18,754,161,247,107,2.26,78800,INLAND
-122.3,37.53,39.5,1475.75,265,674.75,263.75,5.32,368850,NEAR OCEAN
-122.3,37.54,39,4292,1097,1758,987,2.94,340500,NEAR OCEAN
-122.3,37.55,35,3675,735,1930,715,3.98,342800,NEAR OCEAN
-122.3,37.56,36,1738,315.33,987.33,314,5.26,276200,NEAR OCEAN
-122.3,37.57,36,2189.5,394,1179,386.5,4.91,273500,NEAR BAY
-122.3,37.77,42,2038,368,2037,355,2.64,200000,NEAR BAY
-122.3,37.81,50.4,1017.8,218.2,515.8,178.6,1.52,79480,NEAR BAY
-122.3,37.84,14,7355,2408,3100,2051,4,143800,NEAR BAY
-122.3,37.86,50,499,127,287,128,2.75,140600,NEAR BAY
-122.3,37.87,31,1813,433.5,961.5,392,2.2,147400,NEAR BAY
-122.3,37.88,47.67,836.33,206.33,603.67,196.67,2.02,157033.333333333,NEAR BAY
-122.3,37.89,44.67,1281.67,326,651,308.67,3.3,213066.666666667,NEAR BAY
-122.3,37.9,32.67,2399.67,572.83,1133.33,545.33,3.18,204116.666666667,NEAR BAY
-122.3,37.91,39.5,2776,593,1232,574,3.29,204750,NEAR BAY
-122.3,37.92,32.5,2779,438,1117,449.5,5.07,280300,NEAR BAY
-122.3,37.93,34,2254,357,715,306,4.5,304000,NEAR BAY
-122.3,37.97,33,2898.33,559,1299.67,503.33,3.52,166133.333333333,NEAR BAY
-122.3,37.98,25,3807,806,1821,792,3.65,164300,NEAR BAY
-122.3,38,34,1712,317,956,341,4.44,162000,NEAR BAY
-122.3,38.25,18,3548,880,1476,699,3.72,163400,NEAR BAY
-122.3,38.27,4,1051,263,455,248,3.64,130200,NEAR BAY
-122.3,38.28,31,1633,316,944,300,3.4,158700,NEAR BAY
-122.3,38.29,33.25,1876.75,414,1024.25,390.5,2.78,147975,NEAR BAY
-122.3,38.3,39,1975.33,428.33,965.33,402.33,2.92,149666.666666667,NEAR BAY
-122.3,38.31,34,1797,395,1162,407,3.46,137500,NEAR BAY
-122.3,38.32,20,2063,486,1045,460,2.5,153200,NEAR BAY
-122.3,38.33,15,4741,956,2043,856,4.19,183600,NEAR BAY
-122.3,40.45,32,1286,271,694,236,1.66,68500,INLAND
-122.3,40.58,19,1043,204,505,183,1.6,98800,INLAND
-122.3,41.31,29,4059,787,1700,702,2.45,97100,INLAND
-122.3,41.32,13,2300,513,1151,488,2.16,81500,INLAND
-122.29,37.53,38,1441,350.5,754,359.5,4.02,339400,NEAR OCEAN
-122.29,37.54,41,1823.33,357.33,907.67,363,4.95,291233.333333333,NEAR OCEAN
-122.29,37.55,27,3789,874,2243,866,4.39,270100,NEAR OCEAN
-122.29,37.56,27.33,2990.67,629.33,1269,606.67,5.41,311533.333333333,NEAR BAY
-122.29,37.76,18,2873,763,1243,663,5.17,265400,NEAR BAY
-122.29,37.78,42,1241,309,821,300,1.94,102200,NEAR BAY
-122.29,37.8,52,1027,244,492,147,2.61,81300,NEAR BAY
-122.29,37.81,38.25,1087.5,253.25,637,219.25,1.24,98187.5,NEAR BAY
-122.29,37.82,25.5,146.5,36,90,40,4.34,67500,NEAR BAY
-122.29,37.83,52,1121,211,554,187,3.39,75700,NEAR BAY
-122.29,37.84,35,1872,419,1017,414,2.21,132500,NEAR BAY
-122.29,37.85,52,477,119,218,106,2.57,120000,NEAR BAY
-122.29,37.86,51,2075,505.5,1084.5,467.5,1.97,153700,NEAR BAY
-122.29,37.87,48.8,1751,454.6,966.8,436.8,2.84,171820,NEAR BAY
-122.29,37.88,49.6,1856,402.4,828.4,379,3.48,207140,NEAR BAY
-122.29,37.89,52,2069.33,407.5,896.5,391,4.2,242950,NEAR BAY
-122.29,37.9,51,1848,,767,337,4.37,260866.666666667,NEAR BAY
-122.29,37.91,41.33,2253.67,366.33,816.33,357,4.92,266300,NEAR BAY
-122.29,37.92,34.33,1256.33,185.67,468.33,183,6.15,333533.333333333,NEAR BAY
-122.29,37.94,20,7578,1426,3637,1362,4.44,190000,NEAR BAY
-122.29,37.97,20,3426,632,1512,580,4.49,227400,NEAR BAY
-122.29,37.98,27,2133,347,850,350,5.1,209800,NEAR BAY
-122.29,38,16,4986,1081,2805,1016,4.03,173200,NEAR BAY
-122.29,38.19,13,7065,1259,3864,1221,4.75,148600,NEAR BAY
-122.29,38.28,38,2308,425,1272,406,3.61,134200,NEAR BAY
-122.29,38.29,52,3217,742,1670,671,2.44,163100,NEAR BAY
-122.29,38.3,52,766,188.67,417,179.33,1.5,164233.333333333,NEAR BAY
-122.29,38.31,35,4001,879.5,2195.5,860.5,2.5,151350,NEAR BAY
-122.29,38.32,23,4312,993,2317,934,2.77,153200,NEAR BAY
-122.29,38.4,28,2024,340,844,309,4.78,361100,INLAND
-122.29,40.39,17,1682,332,887,316,1.84,76400,INLAND
-122.29,40.43,21,2842,640,1658,608,1.99,59800,INLAND
-122.29,40.44,30,1270,365,840,324,1.39,48100,INLAND
-122.29,40.47,20,2858,612,1422,589,1.97,63000,INLAND
-122.28,37.54,30.5,3052.5,768.5,1816,722.5,4.57,293700,NEAR OCEAN
-122.28,37.55,17,4199,629,2020,630,6.12,375700,NEAR BAY
-122.28,37.75,20,1156,365,583,326,3.2,100000,NEAR BAY
-122.28,37.77,39.5,2732.5,718,1385.5,656.5,3.36,231800,NEAR BAY
-122.28,37.78,39.5,3320.5,306,2235.5,800,2.55,196200,NEAR BAY
-122.28,37.79,30,4145,869,3668,855,2.54,275000,NEAR BAY
-122.28,37.81,35,1091.13,268,589.75,246.25,1.57,127175,NEAR BAY
-122.28,37.82,52,1245.8,288.4,740.2,252,1.31,84740,NEAR BAY
-122.28,37.83,52,2309.5,601.5,1262,584,2.06,115400,NEAR BAY
-122.28,37.84,50.75,1720,395,889.25,361.75,1.8,119600,NEAR BAY
-122.28,37.85,48.29,1358.14,298.14,696,286.57,2.28,122814.285714286,NEAR BAY
-122.28,37.86,50,2111.43,476.86,1010.71,450,2.69,166871.428571429,NEAR BAY
-122.28,37.89,52,2056.5,344.75,763.5,332.5,4.98,295025,NEAR BAY
-122.28,37.9,51.4,2228.4,334.2,778.8,329.2,6.53,345580,NEAR BAY
-122.28,37.96,35,1579,243,734,264,5.5,201000,NEAR BAY
-122.28,37.99,28,3801,622,1654,571,4.38,193300,NEAR BAY
-122.28,38,26,2335,413,980,417,3.45,178900,NEAR BAY
-122.28,38.22,42,106,18,40,25,7.52,275000,NEAR BAY
-122.28,38.29,21,964.5,250,625.5,243,2.11,232600,NEAR BAY
-122.28,38.3,23,526,152,245,130,2.01,142500,NEAR BAY
-122.28,38.31,52,58,18,48,22,1.76,166700,NEAR BAY
-122.28,38.32,12,4609,1005,2293,960,3.45,194500,NEAR BAY
-122.28,38.34,44,1066,190,416,174,3.64,304000,NEAR BAY
-122.28,40.5,21,2405,476,1197,412,2.65,83100,INLAND
-122.28,41.38,15,5266,1031,2147,885,2.8,110100,INLAND
-122.27,37.24,30,2762,593,1581,502,5.1,319400,NEAR OCEAN
-122.27,37.32,37,2607,534,1346,507,5.4,277700,NEAR OCEAN
-122.27,37.52,35,1051,259,517,234,3.7,339700,NEAR OCEAN
-122.27,37.53,43,1145,230,586,254,3.5,267400,NEAR OCEAN
-122.27,37.56,11,4066,1013,1681.5,942.5,5.32,307150,NEAR BAY
-122.27,37.73,31,5785,1379,2973,1312,3.27,231000,NEAR BAY
-122.27,37.74,28,6909,1554,2974,1484,3.69,353900,NEAR BAY
-122.27,37.78,40.5,1454.75,335.5,757.5,325.5,3.91,232200,NEAR BAY
-122.27,37.79,27,1055,347,718,302,2.64,187500,NEAR BAY
-122.27,37.8,29.25,765.75,283.75,662,238.25,1.54,244800.25,NEAR BAY
-122.27,37.81,34,655,285,437,255.33,0.97,131266.666666667,NEAR BAY
-122.27,37.82,40,1594.67,484.17,1029.17,428.33,1.38,119566.666666667,NEAR BAY
-122.27,37.83,49.25,1833.25,413.5,892.25,375.75,1.67,104075,NEAR BAY
-122.27,37.87,41.5,2279.25,653.25,1167,617.25,2.29,226750,NEAR BAY
-122.27,37.91,47,1930,315,692,296,6.37,315500,NEAR BAY
-122.27,37.97,10,15259,2275,7266,2338,6.07,272400,NEAR BAY
-122.27,37.98,23,3455,479,1375,474,6.03,218600,NEAR BAY
-122.27,37.99,16,4921,737,2312,725,5.89,243200,NEAR BAY
-122.27,38,13.5,1404,204,770.5,205.5,6,244500,NEAR BAY
-122.27,38.04,47,1685,405,835,372,2.31,134500,NEAR BAY
-122.27,38.12,43.5,4844.5,1084,2616.5,949.5,2.72,115900,NEAR BAY
-122.27,38.28,37,1170,303,766,302,2.66,136200,NEAR BAY
-122.27,38.29,28,2658,550.5,1383,534.5,3.07,152850,NEAR BAY
-122.27,38.31,44,3030,589,1373,582,2.91,155200,NEAR BAY
-122.27,38.32,31,1267,319,545,297,1.99,206800,NEAR BAY
-122.27,38.53,22,678,137,336,103,4.4,142500,INLAND
-122.27,38.68,18,742,142,343,119,3.16,98400,INLAND
-122.27,40.39,26,1833,422,939,408,1.36,59000,INLAND
-122.27,40.46,14,2633,530,1324,513,2.28,78600,INLAND
-122.27,40.53,17,2255,416,1171,411,2.88,129800,INLAND
-122.27,41.2,52,4513,985,1926,815,1.59,56000,INLAND
-122.27,41.23,40,1958,386,725,331,2.19,65500,INLAND
-122.26,37.5,40,3389.33,609,1351,602.67,4.31,358933.333333333,NEAR OCEAN
-122.26,37.51,37.5,2187.5,612,981,580.5,4.02,290950,NEAR OCEAN
-122.26,37.52,34,483,131,291,157,3.08,256300,NEAR OCEAN
-122.26,37.53,4,5233,1109,1690,907,6.2,311800,NEAR BAY
-122.26,37.77,52,1682.33,354.5,723.33,333,3.53,296066.666666667,NEAR BAY
-122.26,37.78,52,1007.5,228,512,212,3.13,196050,NEAR BAY
-122.26,37.8,28,3851,1628,2564,1499.5,1.85,122500,NEAR BAY
-122.26,37.81,31.5,3103,1010.5,1445.5,940,2.42,230350,NEAR BAY
-122.26,37.82,32.5,3133.75,970.25,1583.25,892.5,1.9,183600,NEAR BAY
-122.26,37.83,51.57,1532.43,404,789,375.29,2.45,168857.142857143,NEAR BAY
-122.26,37.85,51.67,2596.17,556.17,1154.83,540.5,2.81,224266.666666667,NEAR BAY
-122.26,37.86,47.75,3830,981,1870.75,938.25,2.72,260550,NEAR BAY
-122.26,37.87,52,1930,684.5,2529,649.5,1.29,208350,NEAR BAY
-122.26,37.89,52,3392,512.5,1105,483,6.53,356550,NEAR BAY
-122.26,37.9,44.5,2073.5,307,804,325,7.86,364300,NEAR BAY
-122.26,37.98,28,2038,329,947,349,5.12,198000,NEAR BAY
-122.26,38,8.33,3093.67,467.67,1549,453.67,5.22,229933.333333333,NEAR BAY
-122.26,38.02,5,3846,786,2053,716,5.05,184800,NEAR BAY
-122.26,38.03,33,1935,321.5,840,320.5,4.19,176950,NEAR BAY
-122.26,38.04,41,2512,539,1179,480,2.69,123000,NEAR BAY
-122.26,38.1,27,2265,726.5,1246.5,688,1.24,113950,NEAR BAY
-122.26,38.11,52,1642,402.67,804.33,336.67,2.13,100633.333333333,NEAR BAY
-122.26,38.12,28,3102,734,1623,639,3.1,103700,NEAR BAY
-122.26,38.13,28,3072,790,1375,705,1.64,91200,NEAR BAY
-122.26,38.14,34,963,159,392,176,4.02,134700,NEAR BAY
-122.26,38.15,21,3810,699,2609,689.5,4.28,122800,NEAR BAY
-122.26,38.16,23,2840,491,1586,466,4.03,130400,NEAR BAY
-122.26,38.28,24,2831,502,1462,503,4.5,158300,NEAR BAY
-122.26,38.29,10,969,160,482,180,6.58,218100,NEAR BAY
-122.26,38.31,33,4518,704,1776,669,5.24,281100,NEAR BAY
-122.26,38.33,34,2048,316,780,267,5.82,339200,NEAR BAY
-122.26,38.57,22,509,103,139,73,2.2,152800,INLAND
-122.26,40.19,35,2467,469,1194,444,2.04,63700,INLAND
-122.26,40.58,14,2539,466,1271,438,3.98,138500,INLAND
-122.26,41.66,17,1885,350,953,328,2.16,61400,INLAND
-122.25,37.08,20,1201,282,601,234,2.56,177500,NEAR OCEAN
-122.25,37.47,36.5,1914,319.5,789,295,5.69,344100,NEAR OCEAN
-122.25,37.5,44.5,1080,207.5,453,201,4.86,299400,NEAR OCEAN
-122.25,37.51,45,989,174,504,180,4.84,289400,NEAR OCEAN
-122.25,37.52,14,1472,291,876,292,4.36,366000,NEAR BAY
-122.25,37.74,25,1914,365,897,390,4.46,206200,NEAR BAY
-122.25,37.76,52,2876,648,1340,632,3.57,252900,NEAR BAY
-122.25,37.77,50.5,2093.17,471.83,1027,450.33,3.37,221700,NEAR BAY
-122.25,37.79,48.17,882,252.33,793,237.33,2.32,112300,NEAR BAY
-122.25,37.8,40.86,2361.71,707.57,1431.86,656.86,2.14,189585.714285714,NEAR BAY
-122.25,37.81,41,3076.83,875.83,1368.33,792.83,2.97,266150,NEAR BAY
-122.25,37.82,38,3000.6,768.2,1345.8,738.4,4.11,260340,NEAR BAY
-122.25,37.83,43.8,2896,825.8,1298.4,786,3.06,230280,NEAR BAY
-122.25,37.84,52,3062.67,627.67,1267.33,625,3.49,267233.333333333,NEAR BAY
-122.25,37.85,52,1273.33,242.67,512,223.67,4.51,317733.333333333,NEAR BAY
-122.25,37.89,40,2329.33,370.67,791.33,359.67,6.8,354200,NEAR BAY
-122.25,38,16,2978,411,1531,400,6.5,237700,NEAR BAY
-122.25,38.02,16,1803,267,946,266,5.7,205100,NEAR BAY
-122.25,38.03,15,3338,532,1834,520,5.63,197600,NEAR BAY
-122.25,38.05,30,1255,297,779,307,1.68,147700,NEAR BAY
-122.25,38.09,48,833,188,652,165,2.24,87900,NEAR BAY
-122.25,38.1,52,1483.5,346.75,731.75,307.25,2.42,116100,NEAR BAY
-122.25,38.11,50.5,2605.5,604.5,1325,539,2.41,100500,NEAR BAY
-122.25,38.12,47,1339,298,794,286,2.59,109800,NEAR BAY
-122.25,38.15,24,2917,543,1878,531,3.7,123600,NEAR BAY
-122.25,38.16,17,4459,944,1812,888,2.94,106700,NEAR BAY
-122.25,38.17,34,778,137,406,136,4.3,121300,NEAR BAY
-122.25,39.79,16,2127,412,1104,369,3.05,72200,INLAND
-122.25,40.15,15,1677,346,858,327,2.44,59200,INLAND
-122.25,40.17,33,2368,469,1293.5,471.5,1.89,59500,INLAND
-122.25,40.42,17,1429,265,692,245,2.86,98700,INLAND
-122.25,40.6,16,2753,494,1414,459,3.83,128300,INLAND
-122.25,40.66,15,2771,546,1423,505,3.64,108500,INLAND
-122.24,37.46,36,4686,781,2254,845,6.1,343500,NEAR OCEAN
-122.24,37.47,38,1747.75,349.25,852.25,331.5,4.93,311150,NEAR OCEAN
-122.24,37.48,44,3669.33,710,1604,685.67,4.88,362233.333333333,NEAR OCEAN
-122.24,37.72,5,18634,2885,7427,2718,7.61,350700,NEAR BAY
-122.24,37.73,21,7031,1249,2930,1235,4.52,228400,NEAR BAY
-122.24,37.75,36,2471,753,941.5,471.5,4.91,266850,NEAR BAY
-122.24,37.77,49,1273,301.67,650.33,287.33,2.89,203266.666666667,NEAR BAY
-122.24,37.8,50.86,1678.29,417.71,1033.71,388.14,2.41,154642.857142857,NEAR BAY
-122.24,37.82,52,2885,497.67,1196,494,5,329233.333333333,NEAR BAY
-122.24,38.01,13.5,2917.5,440,1551.5,431,5.9,252500,NEAR BAY
-122.24,38.07,13,5451,1194,2957,1081,2.61,162500,NEAR BAY
-122.24,38.1,49,1851,356,849,307,2.94,103500,NEAR BAY
-122.24,38.11,48.67,1968,396.67,979.33,375.67,3.38,118233.333333333,NEAR BAY
-122.24,38.12,40.5,2296,377.5,910.5,383,4.15,159650,NEAR BAY
-122.24,38.13,37,3223,564,1325,539,4.09,126900,NEAR BAY
-122.24,38.14,15,8479,1759,5008,1646,3.72,131600,NEAR BAY
-122.24,38.15,10,6817,1188,4163,1135,4.45,144100,NEAR BAY
-122.24,38.25,33,213,36,91,33,4.92,187500,NEAR BAY
-122.24,38.31,38,1938,301,823,285,6.11,280800,NEAR BAY
-122.24,40.16,19,2500,509,1293,494,2.04,55100,INLAND
-122.24,40.17,51,2378,584,1083,494,1.58,51900,INLAND
-122.24,40.18,39,2191,493,1307,499,1.65,60800,INLAND
-122.24,40.19,29,1912,336,859,325,3.7,70500,INLAND
-122.24,40.45,27,1804,321,782,300,3.6,80600,INLAND
-122.24,40.51,23,2216,378,1006,338,4.56,116800,INLAND
-122.23,37.46,31.67,4467.67,853.33,2066.33,811.67,4.77,347033.333333333,NEAR OCEAN
-122.23,37.47,39,5264,1259,3057,1265,3.62,276600,NEAR OCEAN
-122.23,37.48,35.5,2343,602,1387,552.5,3.05,283050,NEAR OCEAN
-122.23,37.49,11,840,329,1338,345,2.33,241700,NEAR OCEAN
-122.23,37.75,50,1542,289,654,268,3.96,240000,NEAR BAY
-122.23,37.76,52,2064.5,331.5,793.33,327.5,5.04,297800,NEAR BAY
-122.23,37.77,52,770.5,192.5,510.5,171.5,2.95,130800,NEAR BAY
-122.23,37.79,41.71,1879.43,422.86,1480.86,398.86,2.04,117571.428571429,NEAR BAY
-122.23,37.8,51.5,1432.67,358.67,831.5,331.5,2.34,151050,NEAR BAY
-122.23,37.81,52,2187.33,295.33,783.67,274.33,7.05,357900,NEAR BAY
-122.23,37.84,48.5,2845,426.5,1034,429,5.57,337600,NEAR BAY
-122.23,37.85,52,2800,411,1061,403,6.34,373600,NEAR BAY
-122.23,38.05,52,1736,358,638,297,2.55,147100,NEAR BAY
-122.23,38.06,52,1350,266,490,257,3.13,171100,NEAR BAY
-122.23,38.09,26,4397,997,2539,965,2.49,90000,NEAR BAY
-122.23,38.1,46.5,2723,586.5,1467,558,2.51,92800,NEAR BAY
-122.23,38.11,47,3007,524,1152,486,4,141500,NEAR BAY
-122.23,38.12,49,2715,435,1006,429,4.23,145800,NEAR BAY
-122.23,38.13,29,5154,1084,2459,1019,3.27,142900,NEAR BAY
-122.23,38.14,36,1412,260,792,268,2.31,90400,NEAR BAY
-122.23,38.15,33,1253,238,753,236,1.76,86400,NEAR BAY
-122.23,38.17,45,350,137,225,72,1.89,216700,NEAR BAY
-122.23,38.33,31,3440,574,1538,537,5.54,325900,NEAR BAY
-122.23,39.53,8,1268,336,1237,326,1.37,125000,INLAND
-122.23,39.75,16,2026,396,1031,382,1.94,73100,INLAND
-122.23,39.86,21,1730,350,982,322,1.84,79800,INLAND
-122.23,39.95,21,2087,382,888,361,2.21,86400,INLAND
-122.23,40.15,14,2297,573,1637,551,1.79,51600,INLAND
-122.23,40.17,21,1401,331,651,299,2.23,64700,INLAND
-122.23,40.2,17,762,138,322,139,4.29,128800,INLAND
-122.23,40.32,10,2336,426,1003,368,3.08,81300,INLAND
-122.23,40.4,18,2102,377,1059,384,3.06,95500,INLAND
-122.23,40.57,18,1633,243,750,252,5.16,150800,INLAND
-122.23,40.63,16,1141,220,563,200,2.33,130700,INLAND
-122.22,37.37,26,440,202,322,218,5.18,350000,NEAR OCEAN
-122.22,37.46,25,2737,520.5,1195,503,5.17,376000,NEAR OCEAN
-122.22,37.48,40.5,2055.5,683.5,2335.5,641,2.68,239750,NEAR OCEAN
-122.22,37.78,47.8,1995.8,538,1768.8,483,2.04,118760,NEAR BAY
-122.22,37.81,52,2466.5,403,894,387.25,6.03,309000,NEAR BAY
-122.22,37.84,50,2935,473,1031,479,7.5,295200,NEAR BAY
-122.22,37.85,28,5287,1048,2031,956,5.46,337300,NEAR BAY
-122.22,37.86,21,7099,1106,2401,1138,8.3,358500,NEAR BAY
-122.22,38.07,4,15654,2394,7025,2168,5.82,225200,NEAR BAY
-122.22,38.08,37,3700.5,857,2247,674,3.27,95750,NEAR BAY
-122.22,38.09,47,2161,440,966,360,2.27,88700,NEAR BAY
-122.22,38.1,41.5,2187.25,418.25,1062.75,409.75,3.14,106900,NEAR BAY
-122.22,38.11,43,1939,353,968,392,3.18,112700,NEAR BAY
-122.22,38.12,15,14125,2344,6456,2147,5.1,179500,NEAR BAY
-122.22,38.15,7,5129,238,2824,738,5.51,171100,NEAR BAY
-122.22,39.51,17,1201,268,555,277,2.1,66900,INLAND
-122.22,40.18,13,3719,803,1754,764,2.35,88900,INLAND
-122.21,37.47,34,1258.67,377.33,1484.67,335.33,3.08,223033.333333333,NEAR OCEAN
-122.21,37.48,32,1122,297,1100.33,307,2.93,234266.666666667,NEAR BAY
-122.21,37.49,24,2528,947,2437,861,2.27,225000,NEAR BAY
-122.21,37.52,18,2962,945,1639,851,2.74,87500,NEAR BAY
-122.21,37.76,52,1420,314,1085,300,1.75,80600,NEAR BAY
-122.21,37.77,48.25,896.75,257.25,711.25,229.25,2.84,92025,NEAR BAY
-122.21,37.79,42.6,1705.8,399.2,1129.8,372.6,2.84,137240,NEAR BAY
-122.21,37.8,44.33,2324.67,510.17,1155,484.5,3.28,195683.333333333,NEAR BAY
-122.21,37.81,52,1389,212,510,224,5.24,296400,NEAR BAY
-122.21,37.82,52,2375,333,813,350,7.05,331400,NEAR BAY
-122.21,37.83,37,5028,731,1621.5,710,7.23,372400,NEAR BAY
-122.21,37.84,39,3231,543.5,1249,546.5,6.54,309100,NEAR BAY
-122.21,38.02,15,2150,327,1094,324,6.02,198500,NEAR BAY
-122.21,38.06,52,2735,559,1076,487,3.62,155700,NEAR BAY
-122.21,38.09,37,4368,779,2083,741,3.87,127000,NEAR BAY
-122.21,38.1,36,3018,557,1445,556,3.8,129900,NEAR BAY
-122.21,38.11,33,2444,502,1315,480,3.14,127800,NEAR BAY
-122.21,38.28,35,1273,210,555,181,4.49,269300,NEAR BAY
-122.21,38.41,12,4270,654,1624,598,5.53,331300,INLAND
-122.21,38.83,20,1138,221,459,209,3.15,123400,INLAND
-122.21,40.18,30,744,156,410,165,2.19,63200,INLAND
-122.21,40.2,19,3404,731,1421,683,2.61,84400,INLAND
-122.2,37.47,39.5,1835.5,339,1089.25,331.25,5.03,332950.25,NEAR BAY
-122.2,37.48,34.33,847.67,193,751,181,3.53,255700,NEAR BAY
-122.2,37.75,36,606,132,531,133,1.58,70000,NEAR BAY
-122.2,37.76,42,1898,497.5,1375.5,473,1.58,85150,NEAR BAY
-122.2,37.77,43,2234.5,503,1517.5,461.25,2.41,105150,NEAR BAY
-122.2,37.78,46.5,1921.25,394.25,1073.25,376,3.45,143150,NEAR BAY
-122.2,37.79,40.33,1504.33,377.67,1019.33,357.67,2.9,136283.333333333,NEAR BAY
